"","Baso","Ccr7_DC","Eos","Erythroid","Lymphoid","Mast","Meg","Monocyte","Neutrophil","pDC","Undifferentiated"
"1457",0,0,0,0,0,0,0,5,0,0,2
"1460",0,0,0,0,0,0,0,7,0,0,1
"1465",0,0,0,0,0,0,0,0,1,0,1
"1466",0,0,0,0,0,0,1,0,0,0,2
"1467",0,0,0,0,0,0,0,2,4,0,9
"1471",0,0,0,0,0,0,8,0,0,0,1
"1473",0,0,0,0,0,3,0,0,0,0,0
"1477",0,0,0,0,0,0,0,0,14,0,1
"1481",0,0,0,0,0,0,0,1,0,0,1
"1482",0,0,0,0,0,0,0,2,0,0,2
"1485",0,0,0,0,0,0,0,0,18,0,0
"1486",0,0,0,0,0,0,0,0,3,0,0
"1487",0,0,0,0,0,2,0,0,0,0,0
"1494",0,0,0,0,0,0,0,8,9,0,16
"1495",0,0,0,0,0,0,0,2,0,0,0
"1496",0,0,0,0,0,0,0,0,0,0,3
"1498",1,0,0,0,0,0,0,0,0,0,1
"1504",4,0,0,0,0,0,0,0,0,0,1
"1509",0,0,0,0,0,0,0,2,0,0,0
"1511",0,0,0,0,2,0,0,0,0,0,1
"1512",0,0,0,0,0,0,0,0,2,0,0
"1519",3,0,0,0,0,60,0,0,0,0,3
"1526",0,0,0,0,0,0,0,0,2,0,1
"1527",0,0,0,0,0,0,0,0,2,0,0
"1528",0,0,0,0,0,0,0,0,12,0,1
"1529",9,0,0,8,0,0,0,1,0,0,10
"1531",0,0,0,0,0,0,0,1,0,0,1
"1532",3,0,0,3,0,0,0,0,0,0,3
"1542",0,0,0,0,0,0,0,0,7,0,0
"1543",4,0,0,0,0,0,0,0,0,0,0
"1546",0,0,0,0,0,0,0,0,8,0,1
"1549",0,0,0,0,0,0,0,4,0,0,1
"1551",0,0,0,0,0,0,0,0,0,0,2
"1554",0,0,0,0,0,0,0,0,2,0,0
"1555",0,0,0,0,0,0,0,6,0,0,1
"1556",0,0,0,0,0,0,0,24,0,0,10
"1558",12,0,0,0,0,0,0,0,3,0,8
"1559",0,0,0,0,0,0,0,0,0,0,2
"1560",0,1,0,0,0,0,0,10,0,0,5
"1561",0,0,0,0,0,0,3,0,0,0,0
"1566",1,0,0,4,0,0,1,0,0,0,8
"1568",0,0,0,0,0,0,0,0,0,0,2
"1573",0,0,0,0,0,0,0,0,5,0,2
"1581",0,0,0,0,0,0,0,2,0,0,0
"1582",4,0,0,0,0,0,0,0,0,0,3
"1584",0,0,0,0,0,0,0,2,0,0,2
"1588",0,0,0,1,0,0,0,12,0,0,12
"1589",0,0,0,0,0,0,0,1,5,0,4
"1590",7,0,2,0,0,0,0,0,0,0,2
"1593",0,0,0,0,0,0,0,27,6,0,43
"1594",0,0,0,0,0,0,0,0,0,0,2
"1596",0,0,0,0,0,0,0,0,6,0,1
"1600",0,0,0,0,0,0,0,6,0,0,6
"1601",0,0,0,0,0,0,2,0,0,0,0
"1604",1,0,0,0,0,0,0,0,0,0,1
"1605",0,0,0,0,0,0,0,0,8,0,1
"1606",0,0,0,0,0,0,0,0,6,0,9
"1612",4,0,0,0,0,4,0,0,0,0,1
"1615",0,0,0,0,0,0,0,0,0,6,6
"1616",0,0,0,0,0,0,0,2,0,0,1
"1617",0,0,0,0,0,0,0,0,4,0,0
"1619",0,0,0,0,0,0,0,0,0,0,6
"1621",0,0,0,0,0,0,0,0,1,0,0
"1627",0,0,0,0,0,0,0,8,0,0,9
"1629",0,0,0,0,0,0,0,1,1,0,1
"1631",0,0,0,0,0,0,0,0,3,0,1
"1639",0,0,0,0,0,0,0,2,0,0,0
"1640",0,0,0,0,0,0,0,4,0,0,0
"1648",0,0,0,0,0,0,0,1,0,0,1
"1649",3,0,0,0,0,0,0,0,3,0,3
"1651",0,0,0,0,0,0,1,0,0,0,1
"1652",0,0,0,3,0,0,1,0,0,0,0
"1653",0,0,0,0,0,0,0,0,4,0,10
"1654",0,0,0,0,0,0,0,6,2,0,10
"1656",0,0,0,0,0,0,0,0,2,0,1
"1661",0,0,0,0,0,0,0,0,0,1,4
"1665",0,0,0,0,0,2,0,0,0,0,1
"1667",0,0,0,0,0,0,0,1,1,0,2
"1673",3,0,0,0,0,0,0,0,0,0,0
"1674",0,0,0,0,0,0,0,0,1,0,3
"1678",0,0,0,0,0,0,0,0,0,0,2
"1679",0,0,0,2,0,0,0,0,0,0,1
"1680",0,0,0,0,0,0,0,0,4,0,0
"1681",0,0,0,0,0,0,0,0,0,0,2
"1683",0,0,0,0,0,0,0,0,0,0,7
"1684",11,0,0,0,0,0,0,8,10,0,17
"1688",0,0,0,0,0,0,0,0,3,0,0
"1692",0,0,0,0,0,0,0,0,34,0,2
"1696",0,0,0,0,0,2,0,0,0,0,0
"1701",0,0,0,0,0,0,0,6,5,0,6
"1705",1,0,0,0,0,0,0,0,0,0,1
"1707",2,0,0,0,0,0,0,0,0,0,21
"1708",0,0,0,0,0,0,4,0,0,0,2
"1709",0,0,0,0,0,0,0,0,0,0,2
"1712",0,1,0,0,0,0,0,4,0,0,0
"1713",0,0,1,12,0,0,16,0,0,0,26
"1715",0,0,0,0,0,0,0,0,1,0,3
"1718",0,0,0,0,0,0,0,0,0,0,3
"1720",0,0,0,0,0,1,0,0,9,0,0
"1722",0,0,0,0,0,0,0,2,0,0,0
"1723",0,0,0,0,0,0,0,0,8,0,0
"1725",0,0,0,1,0,0,0,0,0,0,1
"1727",0,0,0,0,0,0,0,0,1,0,1
"1730",0,0,0,0,0,0,0,1,0,0,1
"1731",0,0,0,0,0,0,0,2,0,0,1
"1737",0,0,0,0,0,0,0,3,3,0,2
"1738",13,0,0,0,0,0,0,0,0,0,1
"1741",1,0,5,0,0,0,0,0,0,0,0
"1746",0,0,0,10,0,0,0,0,0,0,0
"1750",0,0,0,2,0,1,0,0,0,0,14
"1751",0,0,0,0,0,0,0,0,0,0,2
"1760",0,0,0,0,0,0,0,0,1,0,3
"1761",4,0,0,0,0,0,0,0,0,0,0
"1763",0,0,0,0,0,0,0,0,2,0,0
"1769",0,0,0,0,0,0,3,0,0,0,0
"1772",0,0,0,0,0,0,3,0,0,0,0
"1773",0,0,0,0,0,0,0,0,0,0,2
"1774",0,0,0,0,0,0,0,3,0,0,1
"1776",0,0,0,0,0,0,0,0,20,0,1
"1777",0,0,0,0,0,0,0,3,0,0,0
"1780",1,0,0,0,0,0,0,0,1,0,0
"1783",0,0,0,0,0,0,0,0,4,0,1
"1786",3,0,0,0,0,0,0,0,0,0,0
"1788",0,0,0,0,0,0,0,0,0,0,2
"1791",0,0,0,0,0,0,0,1,3,0,2
"1795",0,0,0,0,0,0,0,9,0,0,1
"1804",0,0,0,0,0,4,0,0,0,0,2
"1808",0,0,0,0,0,0,0,0,0,0,1
"1814",19,0,0,0,0,0,0,0,0,0,0
"1817",0,0,0,0,0,0,0,2,0,0,0
"1820",0,0,0,0,1,0,0,0,0,0,2
"1821",0,0,0,0,0,0,0,0,2,0,0
"1823",0,0,0,0,0,0,0,0,2,0,3
"1829",0,0,0,0,0,0,0,0,9,0,4
"1830",0,0,0,0,0,0,0,1,0,0,4
"1834",0,0,0,0,0,0,0,7,0,0,2
"1835",0,0,0,0,0,1,0,0,0,0,3
"1839",0,0,0,0,0,0,0,0,0,0,5
"1840",0,0,0,0,0,0,0,0,8,0,0
"1841",13,0,1,0,0,0,0,1,0,0,1
"1842",0,0,0,0,0,14,0,0,0,0,1
"1843",0,0,0,0,0,0,1,0,0,0,1
"1844",60,0,1,0,0,1,0,0,48,0,7
"1849",0,0,0,0,0,0,0,0,0,0,3
"1858",0,0,0,0,0,0,0,0,0,0,3
"1862",0,0,0,0,0,0,0,9,1,0,1
"1864",0,0,0,0,0,0,0,0,2,0,3
"1868",0,0,0,0,0,0,0,0,0,0,2
"1871",0,0,0,0,0,0,0,0,2,0,3
"1873",2,0,0,0,0,0,0,0,0,0,0
"1876",0,0,0,0,0,0,0,9,0,0,3
"1880",0,0,0,0,0,0,0,0,3,0,1
"1892",0,0,0,0,0,1,0,0,0,0,3
"1893",0,0,0,0,0,0,0,1,0,0,1
"1896",0,0,0,0,0,0,0,0,0,0,2
"1897",0,0,0,0,0,0,1,0,0,0,1
"1900",0,0,0,0,0,0,0,30,4,0,18
"1904",0,0,0,0,0,0,2,0,0,0,0
"1907",0,0,0,0,0,0,0,0,7,0,8
"1908",0,0,0,0,0,0,0,0,3,0,0
"1909",0,0,0,0,0,0,3,0,0,0,1
"1910",0,0,0,0,0,0,0,0,5,0,3
"1911",5,0,1,0,0,0,0,0,0,0,3
"1916",14,0,0,0,0,0,0,0,0,0,2
"1921",0,0,0,0,0,0,0,0,5,0,4
"1924",0,0,0,0,0,0,0,0,4,0,2
"1926",0,0,0,2,0,0,1,0,0,0,4
"1928",0,0,0,0,0,0,0,0,1,0,1
"1930",9,0,0,0,0,0,0,0,0,0,3
"1931",0,0,0,0,0,0,0,0,31,0,0
"1933",0,0,0,5,0,0,1,0,0,0,5
"1944",0,0,0,0,0,0,0,0,9,0,0
"1950",0,0,0,0,0,0,0,0,1,0,8
"1951",0,0,0,0,0,0,2,0,0,0,2
"1956",0,0,0,0,0,0,0,3,0,0,1
"1957",5,0,0,0,0,0,0,0,0,0,2
"1959",0,0,0,0,0,5,0,0,0,0,0
"1960",0,0,0,0,0,0,0,2,0,0,0
"1961",0,0,0,0,0,0,0,1,8,0,17
"1962",2,0,0,0,0,0,0,0,0,0,1
"1963",0,0,0,0,0,0,0,1,0,0,1
"1969",0,0,0,0,0,0,0,0,0,0,23
"1972",3,0,0,0,0,0,0,0,0,0,0
"1973",4,0,0,0,0,1,0,0,0,0,16
"1975",0,0,0,0,0,0,0,2,0,0,1
"1978",0,0,0,0,0,0,0,4,0,0,0
"1979",0,0,0,0,0,0,0,8,43,0,7
"1980",0,0,0,0,0,0,0,3,0,0,0
"1984",26,0,0,0,0,0,0,0,0,0,2
"1985",0,0,0,0,0,0,0,0,6,0,8
"1990",0,0,0,0,0,0,0,3,13,0,9
"1992",0,0,0,0,0,0,0,0,3,0,0
"1993",0,0,0,0,0,0,0,0,2,0,0
"1994",0,0,0,0,0,0,0,0,1,0,2
"1995",0,0,0,0,0,0,0,0,0,0,2
"1998",0,0,0,0,0,0,0,0,6,0,4
"1999",0,0,0,0,0,0,0,22,7,0,5
"2000",0,0,0,0,0,0,0,0,16,0,0
"2003",0,0,0,0,0,0,0,0,11,0,1
"2004",0,0,0,0,0,1,0,0,0,0,1
"2005",0,0,0,0,0,0,0,0,2,0,0
"2006",0,0,0,0,0,1,0,19,39,0,21
"2008",0,0,0,0,0,74,0,0,0,0,6
"2009",0,0,0,0,0,0,0,0,6,0,0
"2011",5,0,0,0,0,0,0,0,0,0,0
"2012",0,0,0,0,0,0,0,0,8,0,3
"2014",0,0,0,0,0,0,0,0,5,0,0
"2015",0,0,0,0,0,0,0,4,1,0,2
"2016",0,0,0,0,0,0,1,2,71,0,7
"2022",0,0,0,0,0,0,0,0,2,0,2
"2026",0,0,0,0,0,0,0,0,0,0,2
"2028",0,0,0,0,0,0,0,0,2,0,0
"2029",0,0,0,0,0,0,3,0,0,0,0
"2030",0,0,0,0,0,0,0,0,1,0,1
"2034",0,0,0,0,0,0,0,0,2,0,1
"2035",0,0,0,0,0,0,0,2,0,0,0
"2040",1,0,0,0,0,0,0,27,0,0,20
"2042",0,0,0,0,0,0,0,2,0,0,0
"2043",0,0,0,0,0,0,0,15,2,0,12
"2044",0,0,0,0,0,0,0,0,0,0,16
"2046",0,0,0,1,0,0,1,0,0,0,4
"2050",0,0,0,0,0,0,0,0,0,0,2
"2061",0,0,0,0,0,0,0,0,0,0,2
"2071",0,0,0,0,0,0,0,2,0,0,0
"2075",2,0,1,6,0,8,0,0,0,0,35
"2076",0,0,0,0,0,0,0,0,6,0,1
"2077",0,0,3,0,0,0,0,0,0,0,1
"2080",0,0,0,0,0,0,0,5,0,0,0
"2085",7,0,1,0,0,0,0,0,0,0,0
"2087",0,0,0,0,0,0,0,0,0,0,2
"2088",0,0,0,0,0,0,0,0,0,0,3
"2092",2,0,10,0,0,0,0,0,12,0,2
"2095",1,0,0,0,0,0,4,0,0,0,27
"2099",0,0,0,0,0,0,0,0,0,0,2
"2100",0,0,0,0,0,0,1,0,0,0,2
"2105",0,0,0,0,0,0,0,2,0,0,0
"2108",0,0,0,0,0,0,0,0,0,0,3
"2111",0,0,0,0,0,0,1,0,11,0,0
"2112",2,0,0,0,0,0,0,0,24,0,12
"2116",0,0,0,0,0,0,0,7,13,0,14
"2119",0,0,0,0,0,1,0,0,0,0,1
"2122",0,0,0,0,0,0,0,2,0,0,7
"2124",1,0,0,0,0,0,2,0,0,0,6
"2126",0,0,0,0,0,0,0,1,2,0,0
"2129",0,0,0,0,0,0,0,0,4,0,2
"2132",2,0,0,3,0,0,11,0,6,0,1
"2137",0,0,0,0,0,0,0,0,0,0,2
"2142",0,0,0,0,0,0,0,1,0,0,3
"2146",0,0,0,2,0,0,8,0,0,0,4
"2148",0,0,0,0,0,0,0,0,1,0,1
"2151",0,0,0,0,0,0,0,8,0,0,1
"2157",0,0,0,0,0,0,0,0,2,0,3
"2164",0,0,0,0,0,0,0,0,0,0,3
"2165",18,0,0,0,0,0,2,0,0,0,7
"2166",0,0,0,0,0,0,0,0,2,0,2
"2167",2,0,0,0,0,0,0,0,0,0,0
"2168",0,0,0,0,0,0,0,0,2,0,0
"2170",0,0,0,0,0,0,0,0,0,0,2
"2174",7,0,0,0,0,0,1,0,17,0,23
"2178",2,0,0,0,0,0,0,0,0,0,1
"2180",1,0,0,0,0,0,0,0,0,0,1
"2182",0,0,0,0,0,0,5,0,0,0,1
"2183",0,0,0,0,0,0,0,0,2,0,0
"2188",0,0,0,0,0,0,0,15,4,0,1
"2189",5,0,0,0,0,0,0,0,0,0,0
"2190",1,0,0,0,0,0,0,0,54,0,5
"2191",0,0,0,0,0,1,1,0,46,0,6
"2192",0,0,0,0,0,0,0,18,0,0,2
"2195",0,0,0,0,0,0,0,9,3,0,5
"2196",0,0,0,0,0,0,0,2,0,0,0
"2197",0,0,0,0,0,0,0,7,5,0,15
"2200",0,0,0,0,0,0,0,0,8,0,0
"2201",0,0,0,0,0,0,0,0,11,0,1
"2203",0,0,0,0,0,0,0,0,0,0,2
"2215",0,0,0,0,0,0,0,2,0,0,0
"2217",0,0,0,0,0,0,0,0,4,0,1
"2218",0,0,0,0,0,0,6,0,0,0,2
"2223",0,0,0,0,0,0,0,5,1,0,0
"2224",0,0,0,0,0,0,0,11,2,0,8
"2225",0,0,0,0,0,0,0,17,19,0,19
"2230",0,0,0,0,0,2,0,0,0,0,0
"2234",0,0,0,0,0,2,0,0,0,0,0
"2237",1,0,0,0,0,0,0,0,12,0,6
"2246",0,0,0,0,0,0,0,0,2,0,0
"2247",0,0,0,0,0,0,0,0,2,0,2
"2248",0,0,0,0,0,0,0,8,40,0,20
"2255",0,0,0,0,0,1,0,0,0,0,1
"2256",18,0,0,0,0,0,1,0,0,0,2
"2257",31,0,0,0,0,77,1,0,0,0,3
"2260",0,0,0,0,0,0,0,7,0,0,0
"2262",0,0,0,0,0,0,0,0,0,0,2
"2263",0,0,0,0,0,0,2,0,0,0,0
"2264",0,0,0,0,0,0,2,0,0,0,4
"2267",0,0,0,0,0,0,0,5,0,0,0
"2268",0,0,0,0,0,0,0,0,5,0,0
"2272",0,0,0,0,0,0,0,0,0,0,2
"2274",0,0,0,0,0,0,0,0,0,0,10
"2283",36,0,0,0,0,0,0,0,0,0,0
"2284",0,0,0,0,0,0,0,0,0,0,2
"2286",0,0,0,0,0,0,2,0,0,0,0
"2288",29,0,0,0,0,0,0,1,0,0,0
"2290",0,0,0,0,0,0,0,6,0,0,4
"2291",0,0,0,0,0,0,6,0,0,0,0
"2295",0,0,0,0,0,0,0,0,10,0,1
"2304",6,0,0,0,0,0,0,0,0,0,0
"2308",0,0,0,0,0,0,0,0,13,0,0
"2310",0,2,0,0,2,0,0,1,0,1,7
"2316",4,0,0,0,0,0,0,0,0,0,2
"2319",0,0,0,0,0,0,0,6,13,0,2
"2320",0,0,0,0,0,0,0,0,10,0,4
"2321",0,0,0,0,0,0,0,0,4,0,1
"2322",0,0,0,0,0,0,1,0,0,0,1
"2323",0,0,0,0,0,0,0,0,0,5,3
"2326",0,0,0,0,0,0,0,0,2,0,1
"2327",0,0,0,0,0,0,0,7,0,0,0
"2332",4,0,0,0,0,0,0,0,2,0,12
"2334",0,0,0,0,0,0,0,6,5,0,15
"2335",0,0,0,0,0,0,0,0,9,0,2
"2340",0,0,0,0,0,0,0,0,2,0,0
"2342",0,0,0,0,0,0,0,12,0,0,0
"2344",0,0,2,0,0,0,0,0,1,0,5
"2348",0,0,0,0,0,0,0,0,4,0,0
"2349",0,0,0,0,0,0,0,1,1,0,0
"2350",0,0,0,0,0,31,0,0,0,0,0
"2354",0,0,0,0,0,0,2,0,0,0,0
"2355",0,0,0,0,0,0,0,0,6,0,1
"2366",0,0,0,0,0,0,0,3,0,0,0
"2367",0,0,0,0,0,0,0,0,6,0,0
"2368",40,0,2,0,0,0,0,0,0,0,2
"2370",0,0,0,0,0,0,0,8,8,0,0
"2371",0,0,0,0,0,1,0,63,38,0,63
"2380",4,0,0,0,0,5,0,0,0,0,5
"2382",0,0,0,0,0,0,0,0,49,0,2
"2385",0,0,0,1,0,0,0,0,0,0,2
"2386",0,0,0,0,0,0,0,0,9,0,0
"2391",0,0,0,0,0,0,0,1,0,0,4
"2398",0,0,0,0,0,13,0,0,0,0,0
"2400",6,0,0,0,0,0,0,0,1,0,0
"2403",0,0,0,0,0,0,0,16,9,0,12
"2405",0,0,0,0,0,0,0,6,0,0,5
"2409",12,0,0,0,0,0,0,0,0,0,10
"2411",0,0,0,0,0,0,0,0,1,0,3
"2412",0,0,0,0,0,0,0,0,2,0,0
"2415",3,0,1,0,0,0,0,0,0,0,7
"2416",0,0,0,0,0,0,0,0,14,0,1
"2418",40,0,1,0,0,0,0,0,0,0,0
"2419",0,0,0,0,0,0,0,2,0,0,1
"2421",0,0,0,0,0,0,0,0,9,0,1
"2422",0,0,0,0,0,0,0,4,1,0,0
"2424",0,0,0,0,0,0,0,0,11,0,6
"2426",0,0,0,0,0,0,0,0,0,0,3
"2431",0,0,0,0,0,0,0,0,0,0,14
"2436",0,0,0,0,0,0,0,0,0,0,12
"2439",0,0,0,0,0,0,0,1,0,0,1
"2443",0,0,0,0,0,0,0,3,9,0,4
"2448",0,0,0,0,0,0,0,2,0,0,1
"2449",0,0,0,0,0,0,0,0,19,0,10
"2452",0,0,0,0,0,0,0,0,8,0,0
"2455",0,0,0,0,0,0,0,1,0,0,1
"2456",0,0,0,0,0,0,0,0,13,0,1
"2457",0,0,0,0,0,0,1,0,0,0,1
"2458",12,0,0,0,0,0,0,0,0,0,0
"2460",0,0,0,0,0,0,1,0,0,0,1
"2465",0,0,0,0,0,0,1,0,0,0,3
"2467",13,0,0,0,0,2,3,0,0,0,17
"2471",0,0,0,0,0,0,0,2,1,0,4
"2475",0,0,0,0,0,0,8,0,1,0,2
"2476",2,0,0,0,0,0,0,0,0,0,0
"2480",0,0,0,0,0,0,0,0,1,0,1
"2486",0,0,0,0,0,0,0,0,1,0,4
"2493",0,0,0,0,0,1,0,0,10,0,5
"2496",0,0,0,0,0,0,0,9,0,0,1
"2497",0,0,0,0,0,0,0,0,0,0,11
"2500",0,0,0,0,0,0,0,1,0,0,1
"2502",37,0,0,0,0,0,1,1,11,0,6
"2510",0,0,0,0,0,0,0,1,0,0,16
"2512",0,0,0,0,0,0,2,0,0,0,1
"2528",0,0,0,0,0,0,0,0,2,0,0
"2529",2,0,0,0,0,0,0,0,0,0,0
"2532",0,0,0,0,0,0,0,0,4,0,1
"2534",0,0,0,0,0,0,0,3,0,0,1
"2537",0,0,0,0,0,0,0,0,3,0,2
"2540",61,0,4,0,0,0,0,0,25,0,9
"2549",0,0,0,0,0,0,0,0,2,0,4
"2553",0,0,0,0,0,0,6,0,0,0,1
"2554",7,0,0,0,0,0,3,0,0,0,3
"2558",0,0,0,0,0,0,0,0,0,0,2
"2560",0,0,0,0,0,0,0,2,0,0,0
"2561",0,0,0,0,0,0,0,1,0,3,0
"2564",0,0,0,0,0,0,0,0,5,0,2
"2566",0,0,0,0,0,2,1,0,0,0,7
"2568",0,0,0,0,0,0,0,0,3,0,1
"2569",0,0,0,0,0,0,0,3,0,0,11
"2570",0,0,0,0,0,0,0,25,4,0,43
"2577",0,0,0,0,0,0,0,0,0,0,2
"2578",0,0,0,0,0,0,0,17,1,0,4
"2579",0,0,0,0,0,5,0,0,0,0,0
"2581",0,0,0,0,0,0,0,0,46,0,8
"2584",0,0,0,0,0,0,0,0,4,0,2
"2589",2,0,0,0,0,0,0,0,0,0,0
"2590",0,0,0,0,0,0,2,0,0,0,1
"2593",0,0,0,0,0,0,0,0,14,0,2
"2594",0,0,0,0,0,0,0,0,2,0,0
"2595",2,0,0,0,0,0,0,0,0,0,0
"2599",0,0,0,0,0,0,0,3,18,0,29
"2604",0,0,0,0,0,0,0,2,0,0,0
"2606",0,0,0,1,0,0,0,0,0,0,1
"2607",0,0,0,0,0,0,0,11,0,0,0
"2608",0,0,0,1,0,0,18,0,0,0,5
"2609",0,0,0,0,0,0,0,1,0,0,1
"2612",0,0,0,0,0,0,0,0,3,0,1
"2613",0,0,0,0,0,0,0,0,1,0,1
"2614",0,0,0,0,0,0,0,0,4,0,1
"2617",0,0,0,0,0,0,0,5,3,0,5
"2619",1,0,0,0,0,0,0,0,18,0,2
"2629",1,0,0,0,0,0,0,0,0,0,1
"2631",3,0,0,0,0,0,0,0,0,0,0
"2633",25,0,1,0,0,0,0,0,0,0,3
"2635",0,0,0,0,0,0,0,2,5,0,5
"2638",0,0,0,0,0,0,0,4,0,0,0
"2639",1,0,0,0,0,0,0,0,6,0,56
"2645",1,0,1,0,0,0,0,0,0,0,0
"2650",1,0,0,0,0,0,0,0,0,0,2
"2651",0,0,0,0,0,10,0,0,0,0,0
"2655",0,0,0,0,0,0,1,0,0,0,1
"2661",0,1,0,0,0,0,0,9,0,0,2
"2664",2,0,0,0,0,0,0,0,0,0,1
"2667",0,0,0,0,0,0,0,0,0,0,2
"2668",0,0,0,0,0,0,0,2,0,0,0
"2674",0,0,0,0,0,0,0,44,33,0,29
"2682",0,0,0,0,0,0,0,0,0,0,2
"2683",3,0,0,0,0,0,0,0,0,0,1
"2684",0,0,0,0,0,0,0,0,12,0,0
"2687",0,0,0,0,0,0,0,0,2,0,2
"2690",1,0,0,0,0,0,0,5,20,0,15
"2694",0,0,0,0,0,0,0,2,12,0,7
"2699",0,0,0,0,0,0,0,0,0,0,3
"2701",0,0,0,0,0,0,0,0,3,0,0
"2702",1,0,0,0,0,0,0,0,0,0,1
"2707",0,0,0,0,0,0,0,1,0,0,1
"2710",0,0,0,0,0,0,0,1,3,0,1
"2714",0,0,0,0,0,0,0,0,0,0,5
"2715",0,0,0,2,0,0,0,0,0,0,1
"2716",0,0,0,0,0,0,2,0,0,0,0
"2717",0,0,0,0,0,0,0,0,1,0,1
"2720",0,0,0,0,0,0,0,3,0,0,0
"2723",28,0,0,0,0,0,0,0,0,0,0
"2726",1,0,0,0,0,0,2,0,0,0,0
"2728",0,0,0,0,0,0,0,0,2,0,1
"2732",0,0,0,0,0,0,0,0,0,0,2
"2734",0,0,0,0,0,6,0,0,0,0,1
"2736",0,0,0,0,0,0,0,10,10,0,10
"2737",3,0,0,0,0,0,0,0,0,0,0
"2740",0,0,0,0,0,0,0,4,0,0,0
"2750",0,0,0,0,0,0,1,1,0,0,29
"2752",0,0,0,0,0,0,0,0,2,0,4
"2755",1,0,0,0,0,0,0,0,6,0,3
"2757",0,0,0,0,0,0,2,0,0,0,2
"2758",0,0,0,0,0,0,0,0,2,0,3
"2762",7,0,0,0,0,0,0,0,0,0,0
"2763",0,0,0,0,0,0,0,0,2,0,0
"2765",0,0,0,0,0,0,0,0,7,0,0
"2767",0,0,0,0,0,0,0,3,1,0,5
"2769",33,0,2,0,0,1,0,0,0,0,0
"2771",0,0,0,0,0,0,0,0,0,0,2
"2772",0,0,0,0,0,0,0,0,5,0,0
"2773",16,0,0,0,0,0,0,0,2,0,8
"2777",0,0,0,3,0,1,3,0,0,0,7
"2778",0,0,0,0,0,0,0,0,0,0,8
"2784",0,0,0,0,0,0,0,0,3,0,1
"2788",0,0,0,0,0,0,0,0,0,0,2
"2790",0,0,0,0,0,0,0,0,2,0,0
"2792",0,0,0,0,0,0,0,32,4,0,6
"2796",0,0,0,0,0,0,0,0,2,0,0
"2807",0,0,0,0,0,0,0,8,1,0,2
"2808",2,0,2,0,0,0,0,0,0,0,1
"2811",2,0,3,0,0,0,0,0,1,0,2
"2812",0,0,0,0,0,0,1,1,66,0,1
"2819",0,0,0,1,0,0,5,0,0,0,0
"2824",0,0,0,1,0,0,0,0,0,0,2
"2828",0,0,0,0,0,0,0,0,0,0,2
"2832",1,0,1,0,0,0,0,14,60,0,11
"2833",1,0,0,0,0,0,0,0,1,0,4
"2835",0,0,0,0,0,0,0,15,14,0,29
"2838",0,0,0,0,0,0,0,0,3,0,0
"2841",0,0,0,0,0,0,0,3,0,0,1
"2842",0,0,0,0,0,0,0,2,0,0,0
"2843",0,0,0,0,0,0,0,1,1,0,0
"2844",9,0,0,0,0,0,0,0,0,0,1
"2845",0,0,0,0,0,0,0,0,2,0,0
"2846",5,0,0,0,0,0,0,0,0,0,3
"2848",0,0,0,0,0,0,0,2,0,0,0
"2849",0,0,0,1,0,0,18,2,0,0,7
"2850",0,0,0,0,0,0,1,0,0,0,4
"2856",0,0,0,0,0,0,0,1,0,0,2
"2863",25,0,0,0,0,0,0,2,0,0,3
"2867",0,0,0,0,0,0,0,0,3,0,0
"2869",0,0,0,0,0,0,0,1,13,0,5
"2877",0,0,0,1,0,0,4,0,0,0,1
"2878",0,0,0,0,0,0,0,0,7,0,1
"2880",0,0,0,0,0,0,0,1,5,0,1
"2883",0,0,0,0,0,0,0,0,0,0,2
"2884",0,0,0,0,0,0,0,0,7,0,0
"2885",0,0,0,0,0,0,0,0,10,0,2
"2886",0,0,0,0,0,0,2,0,0,0,0
"2887",0,0,0,0,0,0,0,17,0,0,3
"2888",77,0,1,0,0,0,0,0,0,0,2
"2892",0,0,0,2,0,0,3,0,0,0,4
"2900",0,0,0,0,0,0,0,0,2,0,1
"2902",0,0,0,0,0,0,0,0,0,0,2
"2904",0,0,0,3,0,0,0,0,0,0,5
"2909",0,0,0,0,0,1,0,0,0,0,2
"2910",0,0,0,0,0,0,0,0,3,0,1
"2912",0,0,0,0,0,0,2,0,0,0,0
"2916",0,0,0,0,0,0,0,0,5,0,3
"2917",0,0,0,0,0,0,1,0,0,0,7
"2920",0,0,0,0,0,0,0,0,5,0,2
"2922",0,0,0,0,0,0,0,10,0,0,0
"2925",0,0,0,0,0,0,1,0,0,0,2
"2926",0,0,0,0,0,0,0,0,0,0,6
"2931",0,0,0,0,0,0,0,0,0,0,5
"2932",0,0,0,0,0,0,0,0,0,0,4
"2936",0,0,0,0,0,0,0,2,0,0,0
"2938",0,0,0,0,0,0,3,0,0,0,4
"2940",0,0,0,0,0,0,0,2,3,0,2
"2945",0,0,0,0,0,0,0,13,0,0,1
"2952",0,0,0,0,0,0,0,0,0,0,3
"2954",0,0,0,0,0,2,0,0,0,0,0
"2955",0,0,0,0,0,0,0,0,0,0,11
"2958",0,0,0,0,0,0,0,13,15,0,13
"2962",0,0,0,0,0,6,0,0,0,0,0
"2963",0,0,0,0,0,0,0,0,6,0,0
"2966",0,0,0,0,0,0,0,0,1,0,1
"2969",0,0,0,0,0,0,0,0,1,0,1
"2972",0,0,0,0,0,0,0,0,0,0,2
