"","Baso_lk","Ccr7DC_lk","Eos_lk","Erythroid_lk","Lymphoid_lk","Mast_lk","Meg_lk","Monocyte_lk","Neutrophil_lk","pDC_lk","Undifferentiated_lk","Baso_lsk","Ccr7DC_lsk","Eos_lsk","Erythroid_lsk","Lymphoid_lsk","Mast_lsk","Meg_lsk","Monocyte_lsk","Neutrophil_lsk","pDC_lsk","Undifferentiated_lsk"
"3267 _lk",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3268 _lk",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3269_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
"327 _lk",0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3270 _lk",17,0,0,0,0,31,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"3271_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
"3272 _lk",1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"3273 _lk",0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"3274_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3275_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3276 _lk",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3277 _lk",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"3278_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3
"3279 _lk",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"328_lsk",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4
"3280_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
"3281_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0
"3282_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3283_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"3284_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"3285 _lk",0,0,0,3,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"3286_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
"3287 _lk",11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3288 _lk",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"3289_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"329 _lk",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3290_lsk",0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2
"3291 _lk",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"3292 _lk",0,1,0,0,3,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"3293 _lk",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"3294_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3295_lsk",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1
"3296_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"3297 _lk",0,0,0,0,0,0,0,8,18,0,11,0,0,0,0,0,0,0,0,0,0,0
"3298_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3299_lsk",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
"33_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"330_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"3300_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"3301_lsk",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16
"3302 _lk",0,0,0,0,0,0,0,2,40,0,4,0,0,0,0,0,0,0,0,0,0,0
"3303 _lk",0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"3304 _lk",0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3305_lsk",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2
"3306 _lk",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"3307_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3308_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
"3309 _lk",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"331_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3310_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"3311_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3312_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3
"3313 _lk",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"3314_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5
"3315_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3316_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2
"3317_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"3318 _lk",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3319_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"332 _lk",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"332_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
"3320_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
"3321_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"3322 _lk",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3323 _lk",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3324_lsk",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,8
"3325 _lk",0,0,0,0,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0
"3326_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
"3327_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"3328_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
"3329_lsk",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
"333 _lk",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3330_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3331 _lk",0,0,0,0,0,0,0,8,16,0,20,0,0,0,0,0,0,0,0,0,0,0
"3332 _lk",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3333_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3334_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"3335 _lk",0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
"3336 _lk",0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"3337 _lk",0,0,0,0,0,0,0,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0
"3338_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3339_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,24
"334 _lk",0,0,0,0,0,0,0,6,1,0,10,0,0,0,0,0,0,0,0,0,0,0
"3340 _lk",0,0,0,0,0,0,0,5,27,0,7,0,0,0,0,0,0,0,0,0,0,0
"3341 _lk",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"3342_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3343_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3344_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"3345_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"3346 _lk",0,0,0,0,0,1,0,20,80,0,23,0,0,0,0,0,0,0,0,0,0,0
"3347_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"3348_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"3349 _lk",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"335_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
"3350_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,23
"3351_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"3352_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"3353_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3354 _lk",6,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
"3355_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3356 _lk",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"3357_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"3358_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"3359_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"336 _lk",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3360_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,16
"3361 _lk",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3362_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"3363 _lk",0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"3364_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
"3365 _lk",0,0,0,8,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"3366_lsk",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"3367 _lk",0,0,0,3,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3368_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3369_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"337 _lk",0,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"3370_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,5
"3371_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3372 _lk",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"3373_lsk",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6
"3374_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"3375 _lk",39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3376_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"3377_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3378_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"3379 _lk",13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"338_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3380_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"3381_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3382_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3383 _lk",2,0,0,0,0,0,0,2,24,0,8,0,0,0,0,0,0,0,0,0,0,0
"3384 _lk",49,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"3385 _lk",0,0,0,0,0,0,0,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0
"3386_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
"3387 _lk",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3388_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"3389_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
"339 _lk",0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0
"3390 _lk",0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"3391_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"3392_lsk",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2
"3393_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3394 _lk",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3395 _lk",0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"3396_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3397_lsk",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
"3398 _lk",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"3399_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"34_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"340_lsk",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1
"3400 _lk",0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0
"3401_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
"3402 _lk",0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"3403 _lk",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3404_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3405 _lk",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"3406 _lk",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3407 _lk",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3408_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"3409 _lk",0,2,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"341 _lk",42,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3410_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3411_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3412_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5
"3413 _lk",0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3414 _lk",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3415 _lk",0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"3416_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
"3417 _lk",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3418_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2
"3419 _lk",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"3420_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"3421_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"3422_lsk",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3
"3423 _lk",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3424 _lk",0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0
"3425 _lk",0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0
"3426 _lk",0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0
"3427 _lk",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3428 _lk",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3429 _lk",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"343_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"3430 _lk",0,0,0,0,0,0,0,4,8,0,10,0,0,0,0,0,0,0,0,0,0,0
"3431_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"3432_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3433_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3434_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"3435_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3436_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3437_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3438_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3439 _lk",0,0,0,0,0,0,0,36,1,0,56,0,0,0,0,0,0,0,0,0,0,0
"344 _lk",0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"3440 _lk",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3441_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3442 _lk",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3443_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"3444_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3445_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"3446 _lk",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3447 _lk",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"3448_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"3449 _lk",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"345_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3450_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3451_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3452_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"3453_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
"3454_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,38
"3455 _lk",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"3456 _lk",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"3457 _lk",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"3458_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"3459 _lk",0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"346_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"3460_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3
"3461_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"3462 _lk",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3463_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"3464_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"3465_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3466_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"3467 _lk",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3468_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3469_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1
"347 _lk",11,0,10,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0
"3470 _lk",1,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0
"3471 _lk",0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"3472 _lk",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"3473_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3474 _lk",0,0,0,0,0,0,0,1,20,0,8,0,0,0,0,0,0,0,0,0,0,0
"3475 _lk",0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"3476_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2
"3477_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3478_lsk",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"3479 _lk",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3480 _lk",0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3481 _lk",0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"3482_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"3483_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3484 _lk",0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"3485_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3486 _lk",0,0,0,0,0,0,0,0,33,0,4,0,0,0,0,0,0,0,0,0,0,0
"3487_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"3488_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3489_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"349_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"3490 _lk",0,0,0,4,0,0,33,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
"3491_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3492_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
"3493 _lk",0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0
"3494_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"3495 _lk",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"3496_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"3497_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
"3498 _lk",0,0,0,0,0,0,1,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0
"3499_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"35_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
"350 _lk",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3500_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"3501 _lk",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"3502_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"3503_lsk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
