"","Baso","Ccr7_DC","Eos","Erythroid","Lymphoid","Mast","Meg","Monocyte","Neutrophil","pDC","Undifferentiated"
"879",0,0,0,0,0,0,0,0,0,0,18
"881",0,0,0,0,0,0,0,0,1,0,1
"882",0,0,0,0,0,0,0,0,0,0,2
"884",0,0,0,0,0,0,0,1,0,0,1
"889",5,0,0,0,0,0,0,0,0,0,1
"890",0,0,0,0,0,0,0,0,0,0,14
"891",0,0,0,0,0,0,0,0,1,0,2
"893",0,0,0,0,0,0,0,9,0,0,7
"894",0,0,0,0,0,0,0,0,1,0,4
"897",0,0,0,0,0,0,0,0,0,0,5
"898",0,0,0,0,0,0,0,0,0,0,2
"899",0,0,0,0,0,0,0,0,1,0,1
"900",3,0,0,0,0,5,0,0,0,0,2
"901",0,0,0,0,0,0,0,0,0,0,2
"903",0,0,0,0,0,0,0,0,0,0,5
"905",0,0,0,0,0,0,0,0,0,0,2
"906",0,0,0,0,0,0,0,1,0,0,1
"907",0,0,0,0,0,0,0,0,0,0,2
"908",0,0,0,0,0,0,0,0,0,0,13
"909",0,0,0,0,0,0,0,4,0,0,1
"912",0,0,0,0,0,0,0,0,0,0,2
"914",0,0,0,0,0,0,0,0,0,0,2
"916",0,0,0,0,0,0,0,2,0,0,1
"917",0,0,0,0,0,0,0,0,0,0,4
"919",2,0,0,0,0,0,0,0,0,0,0
"921",0,0,0,0,0,0,0,0,0,0,2
"922",0,0,0,0,0,0,0,0,0,0,4
"923",0,0,0,0,0,0,0,0,18,0,16
"924",0,0,0,0,0,0,0,4,0,0,0
"925",0,0,0,0,0,0,0,0,0,0,2
"926",0,0,0,0,0,0,0,0,0,0,3
"927",0,0,0,0,0,0,0,2,2,0,2
"928",0,0,0,0,0,0,0,0,0,0,2
"929",0,0,0,0,0,0,0,0,0,0,5
"930",4,0,0,0,0,0,0,0,0,0,22
"931",0,0,0,0,0,0,0,0,0,0,2
"932",0,0,0,0,0,0,0,0,0,0,6
"934",0,0,0,0,0,0,0,0,0,0,2
"935",0,0,0,0,0,0,0,0,0,0,3
"936",0,0,0,0,0,0,0,0,0,0,3
"937",0,0,0,0,0,0,0,5,0,0,4
"939",0,0,0,0,0,0,0,0,0,0,5
"940",0,0,0,0,0,0,0,0,0,0,10
"941",0,0,0,0,0,0,0,0,0,0,5
"942",0,0,0,0,0,0,0,0,1,0,4
"943",0,0,0,0,0,0,0,0,1,0,2
"944",0,0,0,0,0,0,0,0,0,0,3
"947",1,0,0,0,0,0,0,0,0,0,2
"948",0,0,0,0,0,0,0,0,0,0,4
"949",0,0,0,0,0,0,0,0,0,0,2
"951",0,0,0,0,0,0,0,4,0,0,2
"952",0,0,0,0,0,0,0,0,0,0,8
"954",3,0,0,0,0,0,0,0,0,0,1
"957",0,0,0,0,0,0,0,2,0,0,1
"958",0,0,0,0,0,0,0,0,0,0,2
"959",0,0,0,0,0,0,0,0,4,0,6
"962",0,0,0,0,0,0,0,20,0,0,4
"967",0,0,0,0,0,0,0,8,1,0,7
"968",0,0,0,0,0,0,0,0,0,0,2
"970",0,0,0,0,0,0,0,5,0,0,4
"972",0,2,0,0,0,0,0,18,0,0,12
"974",0,0,0,0,0,0,0,0,1,0,2
"975",0,0,0,0,0,0,0,0,0,0,5
"977",0,0,0,0,0,0,0,0,0,0,4
"978",0,0,0,0,0,0,0,0,0,0,3
"979",0,0,0,0,0,0,0,0,0,0,8
"981",0,0,0,0,0,0,1,0,0,0,4
"982",0,0,0,0,0,0,0,0,0,0,3
"985",0,0,0,0,0,0,0,0,0,0,6
"986",0,0,0,0,0,0,0,0,0,0,3
"987",0,0,0,0,0,0,0,0,0,0,3
"989",0,0,0,0,0,0,0,0,0,0,3
"992",0,0,0,0,0,0,0,0,0,0,11
"993",0,0,0,0,0,0,0,0,0,0,6
"994",0,0,0,0,0,0,0,0,0,0,4
"995",0,0,0,0,0,0,0,1,0,0,2
"996",0,0,0,0,0,0,0,12,0,0,5
"998",0,0,0,0,0,0,0,0,0,0,10
"1000",0,0,0,0,0,0,0,0,0,0,3
"1004",0,0,0,0,0,0,0,1,1,0,5
"1009",0,0,0,0,0,0,0,0,0,0,2
"1010",0,0,0,0,0,0,0,0,3,0,0
"1012",0,0,0,0,0,0,0,0,6,0,1
"1013",0,0,0,0,0,0,0,0,0,0,2
"1014",0,0,0,0,0,0,0,0,0,0,6
"1015",0,0,0,0,0,0,0,0,0,0,5
"1016",0,0,0,0,0,0,0,5,0,0,2
"1017",2,0,0,0,0,0,0,0,0,0,1
"1018",0,0,0,0,0,0,0,0,0,0,10
"1019",0,0,0,0,0,0,0,0,1,0,1
"1020",0,0,0,0,0,0,0,4,0,0,2
"1021",0,0,0,0,0,0,0,0,0,0,2
"1022",0,0,0,0,0,0,0,0,0,0,4
"1024",0,0,0,0,0,0,0,0,0,0,3
"1026",0,0,0,0,0,0,0,0,0,0,2
"1027",0,0,0,0,0,0,0,3,0,0,0
"1028",0,0,0,0,0,0,0,0,0,0,3
"1029",0,0,0,0,1,0,0,2,0,0,5
"1030",15,0,0,0,0,0,0,0,0,0,9
"1031",3,0,0,0,0,0,0,0,0,0,2
"1032",0,0,0,0,0,0,0,0,0,0,7
"1035",0,0,0,0,0,0,0,0,0,0,2
"1036",0,0,0,0,0,0,0,0,0,0,2
"1037",0,0,0,0,0,0,0,0,0,0,7
"1038",0,0,0,0,0,0,0,0,2,0,1
"1039",0,0,0,0,0,0,0,0,0,0,7
"1040",0,0,0,0,1,0,0,0,0,0,2
"1041",0,0,0,0,0,0,0,0,0,0,2
"1044",0,0,0,0,0,0,0,0,5,0,8
"1045",0,0,0,0,0,0,0,0,0,0,4
"1046",0,0,0,0,0,0,0,0,2,0,1
"1047",0,0,0,0,0,0,0,3,2,0,11
"1050",0,0,0,0,0,0,0,0,0,0,3
"1051",0,0,0,0,0,0,0,0,0,0,5
"1053",0,0,0,0,0,0,0,0,0,0,1
"1054",0,0,0,0,0,0,0,7,0,0,0
"1055",0,0,0,0,1,0,0,0,0,0,1
"1056",0,0,0,0,0,0,0,2,0,0,0
"1057",0,0,0,0,0,0,0,0,0,0,2
"1058",3,0,0,0,0,0,0,0,0,0,0
"1059",0,0,0,0,0,0,0,0,0,0,2
"1061",0,0,0,0,0,0,0,0,0,0,2
"1062",0,0,0,0,0,0,0,11,3,0,3
"1064",0,0,0,0,0,0,0,0,0,0,3
"1065",0,0,0,0,0,0,1,0,0,0,4
"1067",0,0,0,0,0,0,0,24,0,0,7
"1068",0,0,0,0,0,0,0,0,0,0,9
"1069",0,0,0,0,0,0,0,1,0,0,8
"1070",0,0,0,0,0,0,0,0,0,0,5
"1072",0,0,0,0,0,0,0,0,0,0,3
"1074",0,0,0,0,0,0,0,3,0,0,0
"1076",0,0,0,0,0,0,0,2,0,0,2
"1078",0,0,0,0,0,0,0,22,0,0,2
"1080",0,0,0,0,0,0,0,0,0,0,4
"1082",0,0,0,0,0,0,0,0,0,0,2
"1084",0,0,0,0,0,0,0,0,0,0,6
"1085",0,0,0,0,0,0,0,1,1,0,2
"1086",0,0,0,0,0,0,0,8,0,0,4
"1087",0,0,0,0,0,0,0,0,1,0,3
"1089",0,0,0,0,0,0,0,0,0,0,3
"1091",0,0,0,0,0,0,0,0,3,0,10
"1092",2,0,0,0,0,0,0,0,0,0,1
"1093",0,0,0,0,0,0,0,0,0,0,3
"1095",0,0,0,0,0,0,0,0,0,0,4
"1097",0,0,0,0,0,0,0,4,0,0,1
"1098",0,0,0,0,0,0,0,0,0,0,2
"1099",0,0,0,0,0,0,0,0,1,0,2
"1101",0,0,0,0,0,0,0,1,0,0,3
"1102",0,0,0,0,0,0,0,0,0,0,5
"1104",0,0,0,0,0,0,0,0,0,0,5
"1108",0,0,0,0,0,0,0,0,2,0,1
"1112",0,0,0,0,0,0,0,1,0,0,3
"1113",0,0,0,0,0,0,0,0,0,0,5
"1116",3,0,0,0,0,0,0,0,0,0,3
"1117",0,0,0,0,0,0,0,15,0,0,2
"1118",0,0,0,0,0,0,0,3,0,0,4
"1119",0,0,0,0,0,4,0,0,0,0,1
"1120",0,0,0,0,0,0,0,0,0,0,5
"1123",0,0,0,0,0,0,0,0,0,0,2
"1124",0,0,0,0,0,0,0,0,0,0,3
"1126",0,0,0,0,0,0,0,0,0,0,4
"1128",0,0,0,0,0,0,0,0,0,0,2
"1129",0,0,0,0,0,0,0,0,0,0,2
"1130",0,0,0,0,0,0,0,0,0,0,8
"1131",0,0,0,0,0,0,0,0,0,0,2
"1132",6,0,0,0,0,0,0,0,0,0,0
"1133",0,0,0,0,0,0,0,2,0,0,0
"1134",0,0,0,0,0,0,0,0,0,0,3
"1135",0,0,0,0,0,0,0,0,1,0,2
"1136",0,0,0,0,0,0,0,0,0,0,15
"1137",0,0,0,0,0,0,0,0,2,0,5
"1138",0,0,0,0,0,0,0,0,2,0,8
"1139",0,0,0,0,0,0,0,0,0,0,2
"1140",0,0,0,0,0,0,0,0,0,0,2
"1144",0,0,0,0,0,0,0,0,1,0,3
"1148",0,0,0,0,0,0,0,0,0,0,3
"1149",0,0,0,0,0,0,0,0,0,0,2
"1150",0,0,0,0,0,0,0,5,1,0,5
"1151",0,0,0,0,0,0,0,0,0,0,5
"1153",0,0,0,0,0,0,0,0,0,0,3
"1154",0,0,0,0,0,0,0,0,3,0,3
"1155",0,0,0,0,0,0,0,0,0,0,2
"1156",0,0,0,0,0,0,0,0,0,0,3
"1163",0,0,0,0,0,0,0,0,0,0,7
"1164",0,0,0,0,0,0,0,0,0,0,3
"1166",0,0,0,0,0,0,0,0,0,0,4
"1167",0,0,0,0,0,0,0,0,11,0,12
"1168",0,0,0,0,0,0,0,0,0,0,2
"1169",0,0,0,0,0,0,0,0,0,0,3
"1170",0,0,0,0,0,0,0,0,0,0,3
"1171",0,0,0,0,0,0,0,6,1,0,4
"1173",0,0,0,0,0,0,0,3,0,0,2
"1174",2,0,0,0,0,0,0,0,0,0,6
"1177",0,0,0,0,0,0,0,0,0,0,4
"1179",0,0,0,0,0,0,0,5,0,0,0
"1180",0,0,0,0,0,0,2,0,0,0,6
"1182",0,0,0,0,0,0,0,7,0,0,2
"1183",0,0,0,0,0,0,0,3,0,0,4
"1184",0,0,0,0,0,0,0,10,0,0,6
"1186",0,0,0,0,0,0,0,0,0,0,13
"1191",0,0,0,0,0,0,0,12,0,0,1
"1192",0,0,0,0,0,0,0,0,0,0,4
"1193",0,0,0,0,0,0,0,0,0,0,23
"1196",0,0,0,0,0,0,0,0,0,0,2
"1197",0,0,0,0,0,0,0,0,0,0,12
"1199",0,0,0,0,0,0,0,3,0,0,5
"1200",0,0,0,0,0,0,0,0,8,0,8
"1201",0,0,0,0,0,0,0,0,0,0,2
"1202",0,0,0,0,0,0,0,1,0,0,3
"1203",0,0,0,0,0,0,0,6,0,0,12
"1205",0,0,0,0,0,0,0,2,0,0,1
"1206",0,0,0,0,0,0,0,0,0,0,9
"1208",0,0,0,0,0,0,0,0,4,0,12
"1210",0,0,0,0,0,0,0,0,0,0,4
"1211",0,0,0,0,0,0,0,0,0,0,2
"1214",0,0,0,0,0,0,0,0,0,0,7
"1215",0,0,0,0,0,0,0,0,0,0,6
"1217",0,0,0,0,0,3,0,0,0,0,17
"1218",0,0,0,0,0,0,0,2,0,0,2
"1219",0,0,0,0,0,0,0,0,0,0,2
"1221",0,0,0,0,0,0,0,0,0,0,8
"1223",0,0,0,0,0,0,0,0,2,0,0
"1224",0,0,0,0,0,0,0,0,0,0,10
"1225",0,0,0,0,0,0,0,0,0,0,4
"1228",0,0,0,0,0,0,0,0,0,0,2
"1230",0,0,0,0,0,0,0,0,0,0,3
"1232",0,0,0,0,0,0,0,2,2,0,3
"1233",0,0,0,0,0,0,0,0,2,0,2
"1235",22,0,0,0,0,0,0,0,0,0,6
"1236",3,0,1,0,0,0,0,0,0,0,0
"1237",0,0,0,0,0,0,0,0,0,0,2
"1238",0,0,0,0,0,0,0,2,1,0,16
"1239",0,0,0,0,0,0,0,6,3,0,12
"1241",0,0,0,0,0,0,0,7,0,0,2
"1242",0,0,0,0,0,0,0,0,3,0,2
"1243",10,0,0,0,0,0,0,0,0,0,0
"1244",0,0,0,0,0,0,0,0,7,0,8
"1245",0,0,0,0,0,0,0,0,0,0,2
"1247",0,0,0,0,0,0,0,0,0,0,2
"1248",3,0,0,0,0,0,0,0,0,0,7
"1250",0,0,0,0,0,0,0,0,0,0,4
"1251",0,0,0,0,0,0,0,0,0,0,12
"1252",0,0,0,0,0,0,0,0,0,0,2
"1253",0,0,0,0,0,0,0,1,4,0,1
"1254",0,0,0,0,0,0,0,0,2,0,5
"1255",0,0,0,0,0,0,0,3,0,0,0
"1256",0,0,0,0,0,0,0,0,2,0,2
"1257",0,0,0,0,0,0,0,0,0,0,2
"1258",0,0,0,0,0,0,0,4,0,0,0
"1261",14,0,0,0,0,0,0,0,0,0,17
"1263",0,0,0,0,0,0,0,1,1,0,3
"1265",0,0,0,0,0,0,0,0,0,0,3
"1271",0,0,0,0,0,0,0,0,0,0,8
"1272",0,0,0,0,0,0,0,0,0,0,7
"1273",0,0,0,0,0,0,0,5,0,0,4
"1274",0,0,0,0,0,0,0,0,0,0,2
"1277",0,0,0,0,0,0,0,0,0,0,2
"1278",0,0,0,0,0,0,0,0,1,0,4
"1279",0,0,0,0,0,0,0,4,0,0,1
"1280",0,0,0,0,0,0,0,0,0,0,2
"1281",0,0,0,0,0,0,0,1,0,0,8
"1282",0,0,0,0,0,0,0,0,0,0,2
"1283",0,0,0,0,0,0,0,0,0,0,3
"1284",0,0,0,0,0,0,0,0,2,0,2
"1285",0,0,0,0,0,0,0,0,7,0,5
"1286",0,0,0,0,0,0,0,0,1,0,3
"1287",0,0,0,0,0,0,0,0,0,0,2
"1288",0,0,0,0,0,0,0,0,0,0,4
"1289",0,0,0,0,0,0,0,0,1,0,1
"1290",0,0,0,0,0,0,0,0,2,0,5
"1291",0,0,0,0,0,0,0,0,0,0,2
"1293",0,0,0,0,0,0,0,1,2,0,5
"1294",8,0,0,0,0,0,0,0,0,0,4
"1295",0,0,0,0,0,0,0,2,1,0,3
"1297",4,0,0,0,0,0,0,0,0,0,28
"1298",0,0,0,0,0,0,0,0,0,0,2
"1299",0,0,0,0,0,0,0,0,0,0,11
"1300",5,0,0,0,0,0,0,0,0,0,4
"1301",0,0,0,0,0,0,0,4,0,0,3
"1302",0,0,0,0,0,0,0,10,0,0,25
"1303",8,0,0,0,0,0,0,0,0,0,0
"1304",0,0,0,0,0,0,0,0,0,0,2
"1306",0,0,0,0,0,0,1,0,0,0,33
"1307",0,0,0,0,0,0,0,1,0,0,1
"1309",0,0,0,0,0,0,0,0,0,0,2
"1310",0,0,0,0,0,0,0,2,1,0,0
"1312",0,0,0,0,0,0,0,0,0,0,5
"1315",0,0,0,0,0,0,0,0,1,0,1
"1316",0,0,0,0,0,0,0,0,0,0,2
"1319",0,0,0,0,0,0,0,0,0,0,19
"1320",1,0,0,0,0,0,0,0,1,0,4
"1321",0,0,0,0,0,0,0,0,2,0,6
"1322",2,0,0,0,0,0,0,0,0,0,0
"1324",0,0,0,0,0,0,0,0,0,0,3
"1327",5,0,0,0,0,0,0,0,0,0,2
"1331",0,0,0,0,0,0,0,0,0,0,4
"1332",0,0,0,0,0,0,0,0,0,0,2
"1334",0,0,0,0,0,0,0,1,0,0,6
"1335",0,0,0,0,0,0,0,0,0,0,3
"1336",0,0,0,0,0,0,0,4,0,0,6
"1338",0,0,0,0,0,0,0,0,0,0,7
"1339",0,0,0,0,0,0,0,0,0,0,2
"1341",0,0,0,0,0,0,0,2,0,0,0
"1342",0,0,0,0,1,0,0,0,0,0,2
"1343",0,0,0,0,0,0,0,0,0,0,3
"1345",0,0,0,0,0,0,0,0,1,0,3
"1346",0,0,0,0,0,0,0,0,1,0,2
"1348",0,0,0,0,0,0,0,0,0,0,2
"1349",0,0,0,0,0,0,0,2,2,0,4
"1351",0,0,0,0,1,0,0,0,0,0,10
"1355",0,0,0,0,0,0,0,0,0,0,28
"1356",0,0,0,0,0,0,0,0,0,0,2
"1357",0,0,0,0,0,0,0,0,0,0,2
"1358",0,0,0,0,0,0,0,0,0,0,5
"1359",0,0,0,0,0,0,0,0,0,0,14
"1360",5,0,0,0,0,0,0,0,0,0,0
"1361",0,1,0,0,1,0,0,0,0,0,6
"1362",0,0,0,0,0,0,0,0,0,0,2
"1363",0,0,0,0,0,0,0,3,0,0,2
"1366",0,0,0,0,0,0,0,0,2,0,10
"1367",0,0,0,0,0,0,0,0,0,0,2
"1368",0,0,0,0,0,0,0,3,0,0,0
"1369",1,0,0,0,0,0,0,0,3,0,7
"1370",8,0,0,0,0,0,0,0,0,0,0
"1375",0,0,0,0,0,0,0,0,0,0,4
"1377",5,0,0,0,0,0,0,0,0,0,3
"1380",0,2,0,0,0,0,0,0,0,0,5
"1381",0,0,0,0,0,0,0,0,7,0,9
"1382",0,0,0,0,0,0,0,0,0,0,6
"1384",0,0,0,0,0,0,0,0,0,0,2
"1385",0,0,0,0,0,0,0,0,0,0,5
"1386",0,0,0,0,0,0,0,0,3,0,3
"1389",0,0,0,0,0,0,0,0,0,0,31
"1390",0,0,0,0,0,0,0,0,0,0,4
"1391",0,0,0,0,0,0,0,0,3,0,2
"1392",0,0,0,0,0,0,0,0,0,0,2
"1393",0,0,0,0,0,0,0,0,4,0,10
"1395",0,0,0,0,0,0,0,10,1,0,6
"1396",0,0,0,0,0,0,0,1,0,0,13
"1397",0,0,0,0,0,0,0,0,0,0,2
"1398",0,0,0,0,0,0,0,0,0,0,2
"1400",0,0,0,0,0,0,0,10,0,0,2
"1405",0,0,0,0,0,0,0,26,0,0,4
"1407",0,0,0,0,0,0,0,0,0,0,2
"1408",0,0,0,0,0,0,0,26,0,0,3
"1410",0,0,0,0,0,0,0,0,0,0,11
"1411",0,0,0,0,0,0,0,7,0,0,0
"1412",0,0,0,0,0,0,0,0,0,0,5
"1414",0,0,0,0,0,0,0,0,1,0,2
"1415",0,0,0,0,0,0,0,0,1,0,1
"1416",0,0,0,0,0,0,0,1,0,0,1
"1417",0,0,0,0,0,0,0,0,8,0,2
"1418",0,0,0,0,0,0,2,0,0,0,8
"1419",0,0,0,0,0,0,0,0,0,0,2
"1420",0,0,0,0,0,0,0,3,0,0,0
"1422",0,0,0,0,0,0,0,0,2,0,1
"1423",0,0,0,0,1,0,0,0,0,0,7
"1424",1,0,0,0,0,0,0,0,0,0,11
"1425",0,0,0,0,0,0,0,0,0,0,3
"1426",0,0,0,0,0,0,0,2,0,0,1
"1427",0,0,0,0,0,0,0,0,0,0,4
"1428",0,0,0,0,0,0,0,0,1,0,5
"1429",0,0,0,0,0,0,0,19,0,0,7
"1431",0,0,0,0,0,0,0,0,0,0,12
"1432",0,0,0,0,0,0,0,0,0,0,2
"1433",0,0,0,0,0,0,0,0,0,0,32
"1434",3,0,0,0,0,0,0,0,0,0,1
"1438",0,0,0,0,0,0,0,0,0,0,2
"1439",0,0,0,0,0,0,0,1,3,0,5
"1440",0,0,0,0,0,0,0,3,0,0,6
"1442",11,0,0,0,0,0,0,0,2,0,17
"1443",0,0,0,0,0,0,0,0,1,0,3
"1445",0,0,0,0,0,0,0,0,0,0,8
"1446",0,0,0,0,0,0,0,0,0,0,6
"1447",0,0,0,0,1,0,0,0,0,0,3
"1448",0,0,0,0,1,0,0,0,0,0,1
"1449",0,0,0,0,0,0,0,25,4,0,8
"1450",0,0,0,0,0,0,0,0,0,0,3
"1454",0,0,0,0,0,0,0,11,1,0,9
"1458",0,0,0,0,0,0,0,0,0,0,3
"1459",0,0,0,0,0,0,0,0,0,0,3
"1461",0,0,0,0,0,0,0,0,0,0,3
"1462",0,0,0,0,0,0,0,23,0,0,20
"1463",0,0,0,0,1,0,0,9,0,0,10
"1464",0,0,0,0,0,0,0,0,0,0,2
"1468",0,0,0,0,0,0,0,0,1,0,2
"1469",0,0,0,0,0,0,1,0,0,0,4
"1470",0,0,0,0,0,0,0,0,0,0,2
"1472",0,0,0,0,0,0,0,0,0,0,2
"1474",0,0,0,0,0,0,0,0,0,0,2
"1475",0,0,0,0,0,0,0,0,0,0,2
"1476",0,0,0,0,0,0,0,7,0,0,3
"1478",0,0,0,0,0,0,0,5,0,0,7
"1479",0,0,0,0,0,0,0,0,0,0,2
"1480",1,0,0,0,0,5,0,0,0,0,18
"1483",0,0,0,0,0,0,0,1,0,0,1
"1484",0,0,0,0,0,0,0,0,0,0,2
"1488",0,0,0,0,0,0,0,3,5,0,1
"1489",0,0,0,0,0,0,0,0,0,0,11
"1490",0,0,0,0,0,0,0,0,2,0,3
"1491",0,0,0,0,0,0,0,0,0,0,3
"1492",0,0,0,0,0,0,0,0,3,0,1
"1493",0,0,0,0,0,0,0,0,0,0,2
"1497",0,0,0,0,0,0,0,0,0,0,9
"1499",0,0,0,0,1,0,0,0,0,0,5
"1500",0,0,0,0,0,1,0,0,0,0,5
"1501",0,0,0,0,0,0,0,0,0,0,3
"1502",0,0,0,0,0,0,0,0,0,0,3
"1503",0,0,0,0,0,0,0,0,0,0,6
"1505",0,0,0,0,0,0,0,0,0,0,2
"1506",0,0,0,0,0,0,0,0,0,0,18
"1507",0,0,0,0,0,0,0,0,1,0,3
"1508",0,0,0,0,0,0,0,3,0,0,2
"1510",0,0,0,0,0,0,0,0,0,0,4
"1513",0,0,0,0,0,0,0,0,0,0,10
"1514",0,0,0,0,0,0,0,0,0,0,5
"1515",0,0,0,0,0,0,0,19,0,0,16
"1516",0,0,0,0,0,0,0,0,0,0,2
"1517",0,0,0,0,0,0,0,0,0,0,2
"1518",0,0,0,0,0,0,0,0,0,0,2
"1520",0,0,0,0,0,0,0,14,0,0,6
"1521",0,0,0,0,0,0,0,0,2,0,4
"1522",0,0,0,0,0,0,0,0,0,0,4
"1523",0,0,0,0,0,0,0,0,0,0,11
"1524",0,0,0,0,1,0,0,0,0,0,4
"1525",0,0,0,0,0,0,0,0,1,0,3
"1530",0,0,0,0,0,0,0,3,1,0,2
"1533",23,0,0,0,0,0,0,0,0,0,2
"1534",0,0,0,0,0,0,0,0,0,0,3
"1535",0,0,0,0,0,0,0,0,0,0,4
"1536",0,0,0,0,1,0,0,0,0,0,1
"1537",0,0,0,0,0,0,0,0,0,0,2
"1538",0,0,0,0,0,0,0,0,0,0,3
"1539",0,0,0,0,0,0,0,0,0,0,3
"1540",0,0,0,0,0,0,0,0,0,0,3
"1541",0,0,0,0,0,0,0,0,0,0,2
"1544",0,0,0,0,0,0,0,0,0,0,18
"1545",0,0,0,0,0,0,0,7,0,0,2
"1547",0,0,0,0,0,0,0,1,0,0,3
"1548",0,0,0,0,0,0,0,0,0,0,21
"1550",0,0,0,0,0,0,0,0,0,0,2
"1552",0,0,0,0,0,0,0,9,0,0,3
"1553",0,0,0,0,0,0,0,1,0,0,17
"1557",0,0,0,0,0,0,0,0,0,0,2
"1562",0,0,0,0,0,0,0,0,0,0,2
"1563",0,0,0,0,0,0,0,22,0,0,3
"1564",0,0,0,0,0,0,0,5,0,0,1
"1565",0,0,0,0,0,0,0,4,0,0,3
"1567",0,0,0,0,0,0,0,0,5,0,1
"1569",0,0,0,0,0,0,0,0,0,0,5
"1570",0,0,0,0,0,0,0,0,0,0,4
"1571",0,0,0,0,0,0,0,0,0,0,5
"1572",0,0,0,0,0,0,0,0,0,0,4
"1574",0,0,1,0,0,0,0,1,0,0,2
"1575",0,0,0,0,0,0,0,0,0,0,5
"1576",0,0,0,0,0,0,0,3,0,0,0
"1577",0,0,0,0,0,0,0,0,0,0,4
"1578",6,0,0,0,0,0,0,0,0,0,2
"1579",0,0,0,0,0,0,0,0,10,0,4
"1580",0,0,0,0,0,0,0,1,0,0,10
"1583",0,0,0,0,0,0,0,0,7,0,4
"1585",0,0,0,0,0,0,0,0,0,0,2
"1586",0,0,0,0,0,0,0,2,0,0,0
"1587",0,0,0,0,0,0,0,3,0,0,1
"1591",0,0,0,0,0,0,0,0,0,0,2
"1592",0,0,0,0,0,0,0,0,1,0,2
"1595",0,0,0,0,0,0,0,0,1,0,1
"1597",1,0,0,0,0,0,0,0,0,0,8
"1598",0,0,0,0,0,0,0,22,0,0,11
"1599",2,0,0,0,0,0,0,0,0,0,8
"1602",0,0,0,0,0,0,0,0,0,0,6
"1603",0,0,0,0,0,0,0,0,0,0,3
"1607",0,0,0,0,0,0,0,0,0,0,2
"1608",0,0,0,0,0,0,0,2,0,0,3
"1609",0,0,0,0,0,0,0,13,0,0,6
"1610",0,0,0,0,0,0,0,0,0,0,2
"1611",0,0,0,0,0,0,0,0,0,0,2
"1613",0,0,0,0,0,0,0,0,2,0,2
"1614",1,0,0,0,0,0,0,0,0,0,3
"1618",0,0,0,0,0,0,0,0,0,0,5
"1620",0,0,0,0,0,0,0,0,0,0,11
"1621",2,0,0,0,0,0,0,0,0,0,1
"1622",0,0,0,0,0,0,0,0,0,0,2
"1623",0,0,0,0,0,0,0,0,0,0,2
"1624",23,0,0,0,0,0,0,0,0,0,9
"1625",0,0,0,0,0,0,0,0,0,0,5
"1626",15,0,0,0,0,0,0,0,0,0,1
"1628",0,0,0,0,0,0,0,0,2,0,2
"1630",0,0,0,0,0,0,0,0,0,0,3
"1632",5,0,0,0,0,2,0,0,0,0,23
"1633",0,0,0,0,0,0,0,0,0,0,2
"1634",0,0,0,0,0,0,0,7,0,0,12
"1635",0,0,0,0,0,0,0,1,0,0,4
"1636",0,0,0,0,0,0,0,0,2,0,2
"1637",0,0,0,0,0,0,0,0,0,0,3
"1638",0,0,0,0,0,0,0,0,0,0,2
"1641",0,0,0,0,0,0,0,0,1,0,1
"1642",0,0,0,0,0,0,0,0,2,0,1
"1643",0,0,0,0,0,0,0,0,0,0,2
"1644",0,0,0,0,0,0,0,0,0,0,10
"1645",0,0,0,0,0,0,0,0,0,0,3
"1646",0,0,0,0,0,0,0,0,0,0,2
"1647",0,0,0,0,0,0,0,0,0,0,3
"1650",0,0,0,0,0,0,0,0,0,0,16
"1655",3,0,0,0,0,0,0,0,0,0,5
"1657",0,0,0,0,0,0,0,0,0,0,7
"1658",11,0,0,0,0,0,0,0,0,0,0
"1659",0,0,0,0,0,0,0,0,0,0,2
"1660",0,0,0,0,0,0,0,0,1,0,1
"1662",0,0,0,0,0,0,0,0,1,0,2
"1663",0,0,0,0,0,0,0,0,1,0,2
"1664",0,0,0,0,0,0,0,1,0,0,1
"1666",0,0,0,0,0,0,0,0,0,0,4
"1668",0,0,0,0,0,0,0,13,1,0,8
"1669",0,0,0,0,0,0,0,0,0,0,3
"1670",0,0,0,0,0,0,0,0,0,0,2
"1671",0,0,0,0,0,0,0,0,2,0,1
"1672",0,0,0,0,0,0,0,0,0,0,2
"1675",0,0,0,0,0,0,0,0,0,0,20
"1676",0,0,0,0,0,0,0,11,2,0,3
"1677",0,0,0,0,0,0,0,10,0,0,2
"1682",0,0,0,0,0,0,0,0,0,0,4
"1685",0,0,0,0,0,0,0,0,0,0,3
"1686",0,0,0,0,0,0,0,0,0,0,13
"1687",0,0,0,0,0,0,0,0,0,0,3
"1689",0,0,0,0,0,0,0,0,0,0,2
"1690",0,0,0,0,0,0,0,0,4,0,10
"1691",5,0,0,0,0,0,0,0,0,0,2
"1693",0,0,0,0,0,0,0,0,5,0,2
"1694",0,0,0,0,0,0,0,0,0,0,2
"1695",0,0,0,0,0,0,0,0,0,0,2
"1697",2,0,0,0,0,0,0,0,0,0,5
"1698",0,0,0,0,0,0,0,0,1,0,5
"1699",0,0,0,0,0,0,0,0,0,0,2
"1700",1,0,0,0,0,0,0,0,0,0,5
"1702",0,0,0,0,0,0,0,0,1,0,1
"1703",0,0,0,0,0,0,0,0,0,0,3
"1704",0,0,0,0,0,0,0,0,2,0,0
